STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.000.000,80.000.000.000,số 10/2017/GCNCP-VSD,09/01/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,8.000.000,80.000.000.000,10/2017/GCNCP-VSD-1,10/09/2018
3,Điều chỉnh lần 2,Đăng ký bổ sung,16.000.000,160.000.000.000,10/2017/GCNCP-VSD-2,18/11/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,32.000.000,320.000.000.000,,
