STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,200.000.000.000,131/2010/GCNCP-VSD,11/06/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,100.000.000.000,131/2010/GCNCP-CNVSD-1,23/03/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,5.000.000,50.000.000.000,131/2010/GCNCP-VSD-2,11/03/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,35.000.000,350.000.000.000,,
