STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.748.300,37.483.000.000,42/2009/GCNCP-TTLK,11/08/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.286.400,22.864.000.000,42/2009/GCNCP-VSD-1,17/05/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,5.703.028,57.030.280.000,42/2009/GCNCP-VSD-2,08/01/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,11.737.728,117.377.280.000,,
