STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,1.000.000.000.000,số 03/2021/GCNTP-VSD,14/01/2021
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,1.000.000.000.000,03/2021/GCNTP-VSD-1,21/01/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,800.000,80.000.000.000,03/2021/GCNTP-VSD-2,04/02/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,600.000,60.000.000.000,03/2021/GCNTP-VSD-3,04/03/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.500.000,350.000.000.000,03/2021/GCNTP-VSD-4,23/04/2021
6,Điều chỉnh lần 5,Đăng ký bổ sung,5.000.000,500.000.000.000,03/2021/GCNTP-VSD-5,06/05/2021
7,Điều chỉnh lần 6,Đăng ký bổ sung,800.000,80.000.000.000,03/2021/GCNTP-VSD-6,20/05/2021
8,Điều chỉnh lần 7,Đăng ký bổ sung,3.700.000,370.000.000.000,03/2021/GCNTP-VSD-7,03/06/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,1.400.000,140.000.000.000,03/2021/GCNTP-VSD-8,15/07/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,5.000.000,500.000.000.000,03/2021/GCNTP-VSD-9,05/08/2021
11,Điều chỉnh lần 10,Đăng ký bổ sung,10.000.000,1.000.000.000.000,03/2021/GCNTP-VSD-10,19/08/2021
12,Điều chỉnh lần 11,Đăng ký bổ sung,30.000.000,3.000.000.000.000,03/2021/GCNTP-VSD-11,06/09/2021
13,Điều chỉnh lần 12,Đăng ký bổ sung,15.000.000,1.500.000.000.000,03/2021/GCNTP-VSD-12,16/09/2021
14,Điều chỉnh lần 13,Đăng ký bổ sung,9.250.000,925.000.000.000,03/2021/GCNTP-VSD-13,30/09/2021
15,Điều chỉnh lần 14,Đăng ký bổ sung,5.730.000,573.000.000.000,03/2021/GCNTP-VSD-14,14/10/2021
16,Điều chỉnh lần 15,Đăng ký bổ sung,10.500.000,1.050.000.000.000,03/2021/GCNTP-VSD-15,28/10/2021
17,Điều chỉnh lần 16,Đăng ký bổ sung,30.000.000,3.000.000.000.000,03/2021/GCNTP-VSD-16,11/11/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,151.280.000,15.128.000.000.000,,
