STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,60.000.000,600.000.000.000,128/2010/GCNCP-VSD,09/06/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,120.000.000,1.200.000.000.000,,
