STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.278.259,62.782.590.000,số 62/2020/GCNCP-VSD,15/10/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,6.278.259,62.782.590.000,,
