STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,11.168.676,111.686.760.000,161/2017/GCNCP-VSD,18/08/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,11.168.676,111.686.760.000,,
