STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,2.000.000.000.000,số 02/2021/GCNTP-VSD,14/01/2021
2,Điều chỉnh lần 1,Đăng ký bổ sung,37.500.000,3.750.000.000.000,02/2021/GCNTP-VSD-1,21/01/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,25.310.000,2.531.000.000.000,02/2021/GCNTP-VSD-2,28/01/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,13.000.000,1.300.000.000.000,02/2021/GCNTP-VSD-3,18/02/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,10.000.000,1.000.000.000.000,02/2021/GCNTP-VSD-4,11/03/2021
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,1.000.000.000.000,02/2021/GCNTP-VSD-5,18/03/2021
7,Điều chỉnh lần 6,Đăng ký bổ sung,10.000.000,1.000.000.000.000,02/2021/GCNTP-VSD-6,01/04/2021
8,Điều chỉnh lần 7,Đăng ký bổ sung,20.000.000,2.000.000.000.000,02/2021/GCNTP-VSD-7,08/04/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,18.500.000,1.850.000.000.000,02/2021/GCNTP-VSD-8,06/05/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,164.310.000,16.431.000.000.000,,
