STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,57.038.500,570.385.000.000,107/2008/GCNCP-CNTTLK,30/10/2008
2,Điều chỉnh lần 1,Đăng ký bổ sung,12.961.500,129.615.000.000,44/2010/GCNCP-CNVSD,23/03/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,13.996.000,139.960.000.000,74/2010/GCNCP-CNVSD,21/05/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,16.794.790,167.947.900.000,107/2008/GCNCP-CNVSD-3,26/08/2010
5,Điều chỉnh lần 4,Đăng ký bổ sung,30.236.277,302.362.770.000,107/2008/GCNCP-VSD-4,15/12/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,65.512.762,655.127.620.000,số 107/2008/GCNCP-VSD-5,17/06/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,3.460.171,34.601.710.000,107/2008/GCNCP-VSD-6,26/04/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,149.996.683,1.499.966.830.000,107/2008/GCNCP-VSD-7,28/06/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,34.993.645,349.936.450.000,107/2008/GCNCP-VSD-8,21/06/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,38.479.161,384.791.610.000,số 107/2008/GCNCP-VSD-9,10/05/2019
11,Điều chỉnh lần 10,Đăng ký bổ sung,21.155.724,211.557.240.000,số 107/2008/GCNCP-VSD-10,13/05/2020
12,Điều chỉnh lần 11,Đăng ký bổ sung,44.456.683,444.566.830.000,107/2008/GCNCP-VSD-11,01/07/2021
13,Điều chỉnh lần 12,Đăng ký bổ sung,4.400.000,44.000.000.000,107/2008/GCNCP-VSD-12,06/10/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,493.481.896,4.934.818.960.000,,
