STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.344.345,53.443.450.000,số 100/2016/GCNCP-VSD,15/09/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.344.345,53.443.450.000,,
