STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,44.000.000,440.000.000.000,Số 28/2014/GCNCP-VSD do VSD cấp ngày 24/04/2014,24/04/2014
2,Điều chỉnh lần 1,Đăng ký bổ sung,46.000.000,460.000.000.000,số 28/2014/GCNCP-VSD-1,12/08/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,20.000.000,200.000.000.000,28/2014/GCNCP-VSD-2,07/07/2017
4,Điều chỉnh lần 3,Đăng ký bổ sung,40.000.000,400.000.000.000,28/2014/GCNCP-VSD-3,25/02/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,150.000.000,1.500.000.000.000,,
