STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,36.000.000,360.000.000.000,số 68/2018/GCNCP-VSD,17/08/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,13.500.000,135.000.000.000,68/2018/GCNCP-VSD-1,28/01/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,51.479.982,514.799.820.000,68/2018/GCNCP-VSD-2,02/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,100.979.982,1.009.799.820.000,,
