STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,41.908.000,419.080.000.000,214/2016/GCNCP-VSD,28/12/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,41.908.000,419.080.000.000,,
