STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,28.000.000,280.000.000.000,116/2015/GCNCP-VSD,27/11/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,14.000.000,140.000.000.000,Số 116/2015/GCNCP-VSD-1,24/03/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.100.000,21.000.000.000,số 116/2015/GCNCP-VSD-2,03/03/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,44.100.000,441.000.000.000,,
