STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.225.399,62.253.990.000,97/2017/GCNCP-VSD,11/05/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.112.662,31.126.620.000,97/2017/GCNCP-VSD-1,29/11/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,300.000,3.000.000.000,97/2017/GCNCP-VSD-2,29/04/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,9.638.061,96.380.610.000,,
