STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.700.000,107.000.000.000,116/2009/GCNCP-CNVSD,14/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,7.300.000,73.000.000.000,116/2009/GCNCP-VSD-1,26/03/2012
3,Điều chỉnh lần 2,Đăng ký bổ sung,5.400.000,54.000.000.000,16/2009/GCNCP-VSD-2,21/07/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,23.400.000,234.000.000.000,số 116/2009/GCNCP-VSD-3,18/04/2017
5,Điều chỉnh lần 4,Đăng ký bổ sung,4.679.882,46.798.820.000,số 116/2009/GCNCP-VSD- 4,06/09/2018
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.300.000,23.000.000.000,số 116/2009/GCNCP-VSD-5,12/12/2018
7,Điều chỉnh lần 6,Đăng ký bổ sung,10.688.596,106.885.960.000,số 116/2009/GCNCP-VSD-6,19/11/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.500.000,25.000.000.000,số 116/2009/GCNCP-VSD-7,24/12/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,6.662.724,66.627.240.000,116/2009/GCNCP-VSD-8,26/07/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,3.000.000,30.000.000.000,116/2009/GCNCP-VSD-9,09/02/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,76.631.202,766.312.020.000,,
