STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.076.000,20.760.000.000,28/2020/GCNCP-VSD,05/05/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.076.000,20.760.000.000,,
