STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,53.900.000,539.000.000.000,số 08/2020/GCNCP-VSD,14/01/2020
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,số 08/2020/GCNCP-VSD-1,24/03/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,296.100.000,2.961.000.000.000,08/2020/GCNCP-VSD-2,26/01/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,350.000.000,3.500.000.000.000,,
