STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,30.000.000,3.000.000.000.000,số 25/2019/GCNTP-VSD,25/07/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,30.000.000,3.000.000.000.000,số 25/2019/GCNTP-VSD-1,01/08/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 25/2019/GCNTP-VSD-2,08/08/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 25/2019/GCNTP-VSD-3,15/08/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,8.540.000,854.000.000.000,số 25/2019/GCNTP-VSD-4,22/08/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 25/2019/GCNTP-VSD-5,29/08/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,9.000.000,900.000.000.000,số 25/2019/GCNTP-VSD-6,12/09/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 25/2019/GCNTP-VSD-7,26/09/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,3.851.136,385.113.600.000,số 25/2019/GCNTP-VSD-8,17/12/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,966.104,96.610.400.000,số 25/2019/GCNTP-VSD-9,20/12/2019
11,Điều chỉnh lần 10,Đăng ký bổ sung,7.411.790,741.179.000.000,số 25/2019/GCNTP-VSD-10,31/12/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,134.769.030,13.476.903.000.000,,
