STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,16.000.000,1.600.000.000.000,số 54/2020/GCNTP-VSD,22/12/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,16.000.000,1.600.000.000.000,,
