STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,708.143.895,7.081.438.950.000,54/2015/GCNCP-VSD,07/07/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,59.000.000,590.000.000.000,số 54/2015/GCNCP-VSD-1,22/03/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,119.700.000,1.197.000.000.000,số 54/2015/GCNCP-VSD-2,21/03/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,221.710.000,2.217.100.000.000,số 54/2015/GCNCP-VSD-3,23/08/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.108.553.895,11.085.538.950.000,,
