STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.450.000,84.500.000.000,216/2010/GCNCP-VSD,09/09/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.633.009,36.330.090.000,số 216/2010/GCNCP-VSD-1,13/04/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,12.083.009,120.830.090.000,,
