STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.300.000,130.000.000.000,39/2008/GCNTP-TTLK,17/09/2008
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.300.000,130.000.000.000,,
