STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.800.000,180.000.000.000,63/2010/GCNTP-VSD,20/05/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.800.000,180.000.000.000,,
