STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.080.000,10.800.000.000,168/2010/GCNCP-VSD,15/07/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.080.000,10.800.000.000,,
