STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,150.000.000.000,126/2009/GCNCP-CNVSD,22/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,100.000.000.000,126/2009/GCNCP-VSD-1,29/10/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.710.723,17.107.230.000,126/2009/GCNCP-VSD-2,14/12/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,7.000.000,70.000.000.000,126/2009/GCNCP-VSD-3,23/10/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.000.000,30.000.000.000,126/2009/GCNCP-VSD-4,25/02/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,18.000.000,180.000.000.000,126/2009/GCNCP-VSD-5,11/11/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,6.478.780,64.787.800.000,số 126/2009/GCNCP-VSD-6,19/09/2016
8,Điều chỉnh lần 7,Đăng ký bổ sung,3.042.903,30.429.030.000,126/2009/GCNCP-VSD-7,10/10/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,3.194.931,31.949.310.000,số 126/2009/GCNCP-VSD-8,29/06/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,17.960.000,179.600.000.000,số 126/2009/GCNCP-VSD-9,01/11/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,1.700.844,17.008.440.000,số 126/2009/GCNCP-VSD-10,02/07/2019
12,Điều chỉnh lần 11,Đăng ký bổ sung,4.337.746,43.377.460.000,số 126/2009/GCNCP-VSD-11,01/12/2020
13,Điều chỉnh lần 12,Đăng ký bổ sung,9.109.780,91.097.800.000,126/2009/GCNCP-VSD-12,02/08/2021
14,Điều chỉnh lần 13,Đăng ký bổ sung,49.652.206,496.522.060.000,126/2009/GCNCP-VSD-13,27/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,150.187.913,1.501.879.130.000,,
