STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,7.000.000,700.000.000.000,06/2013/GCNTP-VSD,31/01/2013
2,Điều chỉnh lần 1,Đăng ký bổ sung,8.880.000,888.000.000.000,06/2013/GCNTP-VSD-1,28/02/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,7.500.000,750.000.000.000,06/2013/GCNTP-VSD-2,01/04/2013
4,Điều chỉnh lần 3,Đăng ký bổ sung,8.000.000,800.000.000.000,06/2013/GCNTP-VSD-3,02/05/2013
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.500.000,250.000.000.000,06/2013/GCNTP-VSD-4,31/05/2013
6,Điều chỉnh lần 5,Đăng ký bổ sung,8.150.000,815.000.000.000,06/2013/GCNTP-VSD-5,01/07/2013
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.250.000,125.000.000.000,06/2013/GCNTP-VSD-6,31/07/2013
8,Điều chỉnh lần 7,Đăng ký bổ sung,10.000.000,1.000.000.000.000,06/2013/GCNTP-VSD-7,03/09/2013
9,Điều chỉnh lần 8,Đăng ký hủy 1 phần,-22.239.435,-2.223.943.500.000,số 06/2013/GCNTP-VSD-8,24/11/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,31.040.565,3.104.056.500.000,,
