STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.000.000,40.000.000.000,số 55/2020/GCNCP-VSD,31/08/2020
2,Điều chỉnh lần 1,Đăng ký bổ sung,24.000.000,240.000.000.000,55/2020/GCNCP-VSD-1,21/01/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,28.000.000,280.000.000.000,,
