STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,9.900.000,99.000.000.000,158/2010/GCNCP-VSD,08/07/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,9.900.000,99.000.000.000,158/2010/GCNCP-VSD-1,11/12/2012
3,Điều chỉnh lần 2,Đăng ký bổ sung,19.800.000,198.000.000.000,158/2010/GCNCP-VSD-2,30/10/2014
4,Điều chỉnh lần 3,Đăng ký bổ sung,9.899.988,98.999.880.000,158/2010/GCNCP-VSD-3,19/10/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.400.000,24.000.000.000,số 158/2010/GCNCP-VSD-,18/05/2016
6,Điều chỉnh lần 5,Đăng ký bổ sung,5.065.000,50.650.000.000,số 158/2010/GCNCP-VSD-5,10/01/2017
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.700.000,17.000.000.000,158/2010/GCNCP-VSD-6,05/07/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,585.000,5.850.000.000,158/2010/GCNCP-VSD-7,10/07/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,24.350.000,243.500.000.000,số 158/2010/GCNCP-VSD-8,25/12/2017
10,Điều chỉnh lần 9,Đăng ký bổ sung,83.599.988,835.999.880.000,số 158/2010/GCNCP-VSD-9,25/05/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,4.000.000,40.000.000.000,số 158/2010/GCNCP-VSD-10,01/10/2018
12,Điều chỉnh lần 11,Thay đổi tên TCPH,0,0,số 158/2010/GCNCP-VSD -11,06/05/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,40.000.000,400.000.000.000,số 158/2010/GCNCP-VSD-12,28/07/2020
14,Điều chỉnh lần 13,Đăng ký bổ sung,10.559.998,105.599.980.000,số 158/2010/GCNCP-VSD-13,13/11/2020
15,Điều chỉnh lần 14,Đăng ký bổ sung,75.000.000,750.000.000.000,158/2010/GCNCP-VSD-14,27/05/2021
16,Điều chỉnh lần 15,Đăng ký bổ sung,29.674.522,296.745.220.000,158/2010/GCNCP-VSD-15,28/09/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,326.434.496,3.264.344.960.000,,
