STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.000.000,80.000.000.000,025/2009/GCNCP-CNTTLK,09/06/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.999.939,19.999.390.000,12/2010/GCNCP-CNVSD,20/01/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.999.969,49.999.690.000,25/2009/GCNCP-VSD-2,27/10/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,690.091,6.900.910.000,25/2009/GCNCP-VSD-3,01/12/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.568.889,15.688.890.000,25/2009/GCNCP-VSD-4,09/09/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,6.000.000,60.000.000.000,số 25/2009/GCNCP-VSD -5,04/04/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.325.715,23.257.150.000,số 25/2009/GCNCP-VSD-6,21/09/2016
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.558.246,25.582.460.000,25/2009/GCNCP-VSD-7,17/10/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,1.200.000,12.000.000.000,số 25/2009/GCNCP-VSD-8,07/11/2017
10,Điều chỉnh lần 9,Đăng ký bổ sung,5.116.920,51.169.200.000,số 25/2009/GCNCP-VSD-9,08/12/2017
11,Điều chỉnh lần 10,Đăng ký bổ sung,6.891.780,68.917.800.000,25/2009/GCNCP-VSD-10,19/12/2018
12,Điều chỉnh lần 11,Đăng ký bổ sung,3.445.977,34.459.770.000,25/2009/GCNCP-VSD-11,21/02/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,8.959.257,89.592.570.000,số 25/2009/GCNCP-VSD-12,16/08/2019
14,Điều chỉnh lần 13,Đăng ký bổ sung,2.239.000,22.390.000.000,số 25/2009/GCNCP-VSD-13,05/02/2020
15,Điều chỉnh lần 14,Đăng ký bổ sung,13.998.640,139.986.400.000,25/2009/GCNCP-VSD-14,01/09/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,69.994.423,699.944.230.000,,
