STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,300.000,30.000.000.000,số 14/2019/GCNTP-VSD,09/05/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 14/2019/GCNTP-VSD-1,16/05/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,9.000.000,900.000.000.000,số 14/2019/GCNTP-VSD-2,23/05/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,9.000.000,900.000.000.000,số 14/2019/GCNTP-VSD-3,30/05/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,9.420.000,942.000.000.000,số 14/2019/GCNTP-VSD-4,06/06/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 14/2019/GCNTP-VSD-5,20/06/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,9.400.000,940.000.000.000,số 14/2019/GCNTP-VSD-6,27/06/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 14/2019/GCNTP-VSD-7,04/07/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,30.000.000,3.000.000.000.000,số 14/2019/GCNTP-VSD-8,11/07/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,30.000.000,3.000.000.000.000,số 14/2019/GCNTP-VSD-9,18/07/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,132.120.000,13.212.000.000.000,,
