STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,120.000.000,1.200.000.000.000,109/2009/GCNCP-CNVSD,01/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,92.000.000,920.000.000.000,109/2009/GCNCP-CNVSD-1,08/09/2010
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,số 109/2009/GCNCP-VSD-2,09/08/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,212.000.000,2.120.000.000.000,,
