STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.550.000,55.500.000.000,29/2007/GCNCP-TTLK,20/12/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,9.450.000,94.500.000.000,số 29/2007/GCNCP/CNVSD-1,17/06/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,15.000.000,150.000.000.000,,
