STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,500.000.000.000,số 28/2019/GCNTP-VSD,12/09/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.000.000,500.000.000.000,số 28/2019/GCNTP-VSD-1,03/10/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,5.000.000,500.000.000.000,số 28/2019/GCNTP-VSD-2,17/10/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 28/2019/GCNTP-VSD-3,31/10/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.180.000,218.000.000.000,số 28/2019/GCNTP-VSD-4,14/11/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 28/2019/GCNTP-VSD-5,28/11/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,964.447,96.444.700.000,số 28/2019/GCNTP-VSD-6,10/12/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,463.762,46.376.200.000,số 28/2019/GCNTP-VSD-7,17/12/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,2.423.215,242.321.500.000,số 28/2019/GCNTP-VSD-8,31/12/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,46.031.424,4.603.142.400.000,,
