STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,24.502.245,245.022.450.000,số 99/2018/GCNCP-VSD,08/11/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,24.502.245,245.022.450.000,,
