STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,18.333.736,183.337.360.000,số 47/2019/GCNCP-VSD,22/10/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.749.989,27.499.890.000,số 47/2019/GCNCP-VSD-1,28/08/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.216.698,42.166.980.000,47/2019/GCNCP-VSD-2,12/08/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,25.300.423,253.004.230.000,,
