STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,1.500.000.000.000,04/2019/GCNTP-VSD,17/01/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,1.000.000.000.000,04/2019/GCNTP-VSD-1,31/01/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,6.500.000,650.000.000.000,04/2019/GCNTP-VSD-2,21/02/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 04/2019/GCNTP-VSD-3,07/03/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.000.000,100.000.000.000,số 04/2019/GCNTP-VSD-4,03/05/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,60.000,6.000.000.000,số 04/2019/GCNTP-VSD-5,09/05/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,500.000,50.000.000.000,số 04/2019/GCNTP-VSD-6,11/07/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,5.000.000,500.000.000.000,số 04/2019/GCNTP-VSD-7,18/07/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 04/2019/GCNTP-VSD-8,01/08/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,5.000.000,500.000.000.000,số 04/2019/GCNTP-VSD-9,22/08/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,63.060.000,6.306.000.000.000,,
