STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,26.800.000,268.000.000.000,06/2013/GCNCP-VSD,24/04/2013
2,Điều chỉnh lần 1,Đăng ký bổ sung,14.200.000,142.000.000.000,06/2013/GCNCP-VSD-1,27/08/2014
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.099.969,40.999.690.000,06/2013/GCNCP-VSD-2,29/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,45.099.969,450.999.690.000,,
