STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.570.000,35.700.000.000,57/2009/GCNCP-VSD,18/09/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,9.855.700,98.557.000.000,57/2009/GCNCP-VSD-1,17/09/2010
3,Điều chỉnh lần 2,Đăng ký hủy 1 phần,-2.545.700,-25.457.000.000,Số: 57/2009/GCNCP-VSD-2,29/03/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,10.880.000,108.800.000.000,,
