STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,26.807.835,268.078.350.000,số 54/2018/GCNCP-VSD,03/07/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,26.807.835,268.078.350.000,,
