STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.054.500,30.545.000.000,29/2011/GCNCP-VSD,22/04/2011
2,Cấp lần đầu,Thay đổi tên TCPH,0,0,29/2011/GCNCP-VSD-1,14/06/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.054.500,30.545.000.000,,
