STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.252.260,152.522.600.000,10/GCN/TTGDHN-LK,12/07/2005
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.069.840,10.698.400.000,60/2006/GCNCP-CNTTLK,25/12/2006
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.086.986,10.869.860.000,76/2007/GCNCP-CNTTLK,05/09/2007
4,Điều chỉnh lần 3,Đăng ký bổ sung,3.480.982,34.809.820.000,49/2009/GCNCP-CNTTLK,28/07/2009
5,Điều chỉnh lần 4,Đăng ký bổ sung,20.661.228,206.612.280.000,38/2010/GCNCP-CNVSD,04/03/2010
6,Điều chỉnh lần 5,Đăng ký bổ sung,16.019.720,160.197.200.000,số 10/2005/GCNCP-VSD-5,16/09/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.400.426,14.004.260.000,10/2005/GCNCP-VSD-6,04/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,58.971.442,589.714.420.000,,
