STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.037.334,80.373.340.000,125/2007/GCNCP-CNTTLK,12/11/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.587.294,15.872.940.000,71/2008/GCNCP-CNTTLK,07/11/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.405.923,24.059.230.000,128/2009/GCNCP-CNVSD,22/12/2009
4,Điều chỉnh lần 3,Đăng ký bổ sung,11.863.951,118.639.510.000,125/2007/GCNCP-VSD-3,29/07/2011
5,Điều chỉnh lần 4,Đăng ký bổ sung,144.000,1.440.000.000,125/2007/GCNCP-VSD-4,05/12/2012
6,Điều chỉnh lần 5,Đăng ký bổ sung,4.774.148,47.741.480.000,125/2007/GCNCP-VSD-5,01/08/2013
7,Điều chỉnh lần 6,Đăng ký bổ sung,5.728.891,57.288.910.000,125/2007/GCNCP-VSD-6,25/07/2014
8,Điều chỉnh lần 7,Đăng ký bổ sung,6.874.501,68.745.010.000,125/2007/GCNCP-VSD-7,01/07/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,4.141.100,41.411.000.000,số 125/2007/GCNCP-VSD-8,29/06/2016
10,Điều chỉnh lần 9,Đăng ký bổ sung,4.555.162,45.551.620.000,số 125/2007/GCNCP-VSD-9,18/01/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,5.010.494,50.104.940.000,số 125/2007/GCNCP-VSD-10,03/07/2019
12,Điều chỉnh lần 11,Đăng ký bổ sung,55.122.798,551.227.980.000,125/2007/GCNCP-VSD-11,16/02/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,110.245.596,1.102.455.960.000,,
