STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.263.720,62.637.200.000,143/2010/GCNCP-VSD,28/06/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,6.263.720,62.637.200.000,,
