STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,29.181.096,291.810.960.000,Số 42/2016/GCNCP-VSD,28/04/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,29.181.096,291.810.960.000,,
