STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,1.500.000.000.000,số 37/2019/GCNTP-VSD,17/10/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 37/2019/GCNTP-VSD-1,24/10/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 37/2019/GCNTP-VSD-2,31/10/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 37/2019/GCNTP-VSD-3,07/11/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.450.000,345.000.000.000,số 37/2019/GCNTP-VSD-4,14/11/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 37/2019/GCNTP-VSD-5,21/11/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,20.000.000,2.000.000.000.000,số 37/2019/GCNTP-VSD-6,28/11/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,20.000.000,2.000.000.000.000,số 37/2019/GCNTP-VSD-7,05/12/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,22.500.000,2.250.000.000.000,số 37/2019/GCNTP-VSD-8,12/12/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,140.950.000,14.095.000.000.000,,
