STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,32.185.000,321.850.000.000,số 07/2019/GCNCP-VSD,29/01/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,32.185.000,321.850.000.000,,
