STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,40.000.000,400.000.000.000,248/2010/GCNCP-VSD,11/10/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,20.000.000,200.000.000.000,248/2010/GCNCP-VSD-1,24/04/2012
3,Điều chỉnh lần 2,Đăng ký bổ sung,12.000.000,120.000.000.000,248/2010/GCNCP-VSD-2,25/06/2013
4,Điều chỉnh lần 3,Đăng ký bổ sung,18.000.000,180.000.000.000,248/2010/GCNCP-VSD-3,25/07/2013
5,Điều chỉnh lần 4,Đăng ký bổ sung,30.000.000,300.000.000.000,248/2010/GCNCP-VSD-4,10/09/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,50.000.000,500.000.000.000,248/2010/GCNCP-VSD-5,14/10/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,30.000.000,300.000.000.000,248/2010/GCNCP-VSD-6,15/01/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,63.000.000,630.000.000.000,248/2010/GCNCP-VSD-7,18/09/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,132.000.000,1.320.000.000.000,248/2010/GCNCP-VSD-8,08/10/2015
10,Điều chỉnh lần 9,Đăng ký bổ sung,31.600.000,316.000.000.000,số 248/2010/GCNCP-VSD-9,08/06/2016
11,Điều chỉnh lần 10,Đăng ký bổ sung,50.000.000,500.000.000.000,248/2010/GCNCP-VSD-10,07/06/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,476.600.000,4.766.000.000.000,,
