STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,70.974.218,709.742.180.000,41/2011/GCNCP-VSD,07/06/2011
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,41/2011/GCNCP-VSD-1,03/05/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,17.743.555,177.435.550.000,41/2011/GCNCP-VSD-2,07/08/2017
4,Điều chỉnh lần 3,Đăng ký bổ sung,22.179.023,221.790.230.000,41/2011/GCNCP-VSD-3,21/04/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,110.896.796,1.108.967.960.000,,
