STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
814,Điều chỉnh lần 814,,2.900.000,-600.000,29.000.000.000,-6.000.000.000,01/2014/GCNETF-VSD-814,17/06/2021
815,Điều chỉnh lần 815,,1.900.000,0,19.000.000.000,0,01/2014/GCNETF-VSD-815,18/06/2021
816,Điều chỉnh lần 816,,1.200.000,0,12.000.000.000,0,01/2014/GCNETF-VSD-816,21/06/2021
817,Điều chỉnh lần 817,,0,-600.000,0,-6.000.000.000,01/2014/GCNETF-VSD-817,22/06/2021
818,Điều chỉnh lần 818,,200.000,-300.000,2.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-818,24/06/2021
819,Điều chỉnh lần 819,,700.000,-100.000,7.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-819,25/06/2021
820,Điều chỉnh lần 820,,500.000,-200.000,5.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-820,28/06/2021
821,Điều chỉnh lần 821,,1.500.000,-100.000,15.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-821,29/06/2021
822,Điều chỉnh lần 822,,2.600.000,-300.000,26.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-822,30/06/2021
823,Điều chỉnh lần 823,,4.300.000,0,43.000.000.000,0,01/2014/GCNETF-VSD-823,01/07/2021
824,Điều chỉnh lần 824,,2.300.000,-400.000,23.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-824,02/07/2021
825,Điều chỉnh lần 825,,600.000,-800.000,6.000.000.000,-8.000.000.000,01/2014/GCNETF-VSD-825,05/07/2021
826,Điều chỉnh lần 826,,1.100.000,-400.000,11.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-826,06/07/2021
827,Điều chỉnh lần 827,,1.100.000,0,11.000.000.000,0,01/2014/GCNETF-VSD-827,07/07/2021
828,Điều chỉnh lần 828,,4.500.000,-200.000,45.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-828,08/07/2021
829,Điều chỉnh lần 829,,500.000,-8.600.000,5.000.000.000,-86.000.000.000,01/2014/GCNETF-VSD-829,09/07/2021
830,Điều chỉnh lần 830,,700.000,-5.600.000,7.000.000.000,-56.000.000.000,01/2014/GCNETF-VSD-830,12/07/2021
831,Điều chỉnh lần 831,,2.700.000,-1.700.000,27.000.000.000,-17.000.000.000,01/2014/GCNETF-VSD-831,13/07/2021
832,Điều chỉnh lần 832,,900.000,-8.700.000,9.000.000.000,-87.000.000.000,01/2014/GCNETF-VSD-832,14/07/2021
833,Điều chỉnh lần 833,,4.600.000,-1.500.000,46.000.000.000,-15.000.000.000,01/2014/GCNETF-VSD-833,15/07/2021
834,Điều chỉnh lần 834,,4.300.000,-1.900.000,43.000.000.000,-19.000.000.000,01/2014/GCNETF-VSD-834,16/07/2021
835,Điều chỉnh lần 835,,3.800.000,-300.000,38.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-835,19/07/2021
836,Điều chỉnh lần 836,,2.600.000,-200.000,26.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-836,20/07/2021
837,Điều chỉnh lần 837,,1.100.000,0,11.000.000.000,0,01/2014/GCNETF-VSD-837,21/07/2021
838,Điều chỉnh lần 838,,100.000,-100.000,1.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-838,22/07/2021
839,Điều chỉnh lần 839,,800.000,0,8.000.000.000,0,01/2014/GCNETF-VSD-839,23/07/2021
840,Điều chỉnh lần 840,,100.000,0,1.000.000.000,0,01/2014/GCNETF-VSD-840,26/07/2021
841,Điều chỉnh lần 841,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-841,27/07/2021
842,Điều chỉnh lần 842,,5.500.000,0,55.000.000.000,0,01/2014/GCNETF-VSD-842,28/07/2021
843,Điều chỉnh lần 843,,500.000,-3.900.000,5.000.000.000,-39.000.000.000,01/2014/GCNETF-VSD-843,06/08/2021
844,Điều chỉnh lần 844,,200.000,-2.800.000,2.000.000.000,-28.000.000.000,01/2014/GCNETF-VSD-844,09/08/2021
845,Điều chỉnh lần 845,,1.400.000,0,14.000.000.000,0,01/2014/GCNETF-VSD-845,10/08/2021
846,Điều chỉnh lần 846,,500.000,-800.000,5.000.000.000,-8.000.000.000,01/2014/GCNETF-VSD-846,11/08/2021
847,Điều chỉnh lần 847,,100.000,0,1.000.000.000,0,01/2014/GCNETF-VSD-847,12/08/2021
848,Điều chỉnh lần 848,,0,-100.000,0,-1.000.000.000,01/2014/GCNETF-VSD-848,13/08/2021
849,Điều chỉnh lần 849,,0,-1.700.000,0,-17.000.000.000,01/2014/GCNETF-VSD-849,18/08/2021
850,Điều chỉnh lần 850,,300.000,0,3.000.000.000,0,01/2014/GCNETF-VSD-850,19/08/2021
851,Điều chỉnh lần 851,,200.000,-2.200.000,2.000.000.000,-22.000.000.000,01/2014/GCNETF-VSD-851,20/08/2021
852,Điều chỉnh lần 852,,2.000.000,-1.400.000,20.000.000.000,-14.000.000.000,01/2014/GCNETF-VSD-852,23/08/2021
853,Điều chỉnh lần 853,,400.000,-1.500.000,4.000.000.000,-15.000.000.000,01/2014/GCNETF-VSD-853,24/08/2021
854,Điều chỉnh lần 854,,1.000.000,-500.000,10.000.000.000,-5.000.000.000,01/2014/GCNETF-VSD-854,25/08/2021
855,Điều chỉnh lần 855,,5.300.000,-700.000,53.000.000.000,-7.000.000.000,01/2014/GCNETF-VSD-855,26/08/2021
856,Điều chỉnh lần 856,,1.000.000,-100.000,10.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-856,27/08/2021
857,Điều chỉnh lần 857,,3.400.000,0,34.000.000.000,0,01/2014/GCNETF-VSD-857,30/08/2021
858,Điều chỉnh lần 858,,4.000.000,0,40.000.000.000,0,01/2014/GCNETF-VSD-858,31/08/2021
859,Điều chỉnh lần 859,,4.100.000,-200.000,41.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-859,01/09/2021
860,Điều chỉnh lần 860,,4.200.000,-200.000,42.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-860,06/09/2021
861,Điều chỉnh lần 861,,4.400.000,0,44.000.000.000,0,01/2014/GCNETF-VSD-861,07/09/2021
862,Điều chỉnh lần 862,,2.700.000,-100.000,27.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-862,08/09/2021
863,Điều chỉnh lần 863,,1.100.000,-200.000,11.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-863,09/09/2021
864,Điều chỉnh lần 864,,100.000,-400.000,1.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-864,13/09/2021
865,Điều chỉnh lần 865,,0,-300.000,0,-3.000.000.000,01/2014/GCNETF-VSD-865,14/09/2021
866,Điều chỉnh lần 866,,0,-900.000,0,-9.000.000.000,01/2014/GCNETF-VSD-866,16/09/2021
867,Điều chỉnh lần 867,,600.000,-2.100.000,6.000.000.000,-21.000.000.000,01/2014/GCNETF-VSD-867,17/09/2021
868,Điều chỉnh lần 868,,900.000,-700.000,9.000.000.000,-7.000.000.000,01/2014/GCNETF-VSD-868,20/09/2021
869,Điều chỉnh lần 869,,100.000,-800.000,1.000.000.000,-8.000.000.000,01/2014/GCNETF-VSD-869,21/09/2021
870,Điều chỉnh lần 870,,300.000,-2.100.000,3.000.000.000,-21.000.000.000,01/2014/GCNETF-VSD-870,22/09/2021
871,Điều chỉnh lần 871,,500.000,-6.600.000,5.000.000.000,-66.000.000.000,01/2014/GCNETF-VSD-871,23/09/2021
872,Điều chỉnh lần 872,,200.000,-100.000,2.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-872,24/09/2021
873,Điều chỉnh lần 873,,0,-800.000,0,-8.000.000.000,01/2014/GCNETF-VSD-873,27/09/2021
874,Điều chỉnh lần 874,,100.000,-2.300.000,1.000.000.000,-23.000.000.000,01/2014/GCNETF-VSD-874,28/09/2021
875,Điều chỉnh lần 875,,0,-700.000,0,-7.000.000.000,01/2014/GCNETF-VSD-875,29/09/2021
876,Điều chỉnh lần 876,,300.000,-1.700.000,3.000.000.000,-17.000.000.000,01/2014/GCNETF-VSD-876,30/09/2021
877,Điều chỉnh lần 877,,100.000,-600.000,1.000.000.000,-6.000.000.000,01/2014/GCNETF-VSD-877,01/10/2021
878,Điều chỉnh lần 878,,800.000,-200.000,8.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-878,04/10/2021
879,Điều chỉnh lần 879,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-879,05/10/2021
880,Điều chỉnh lần 880,,200.000,-200.000,2.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-880,06/10/2021
881,Điều chỉnh lần 881,,100.000,-3.400.000,1.000.000.000,-34.000.000.000,01/2014/GCNETF-VSD-881,07/10/2021
882,Điều chỉnh lần 882,,100.000,0,1.000.000.000,0,01/2014/GCNETF-VSD-882,08/10/2021
883,Điều chỉnh lần 883,,0,-600.000,0,-6.000.000.000,01/2014/GCNETF-VSD-883,11/10/2021
884,Điều chỉnh lần 884,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-884,12/10/2021
885,Điều chỉnh lần 885,,4.800.000,0,48.000.000.000,0,01/2014/GCNETF-VSD-885,15/10/2021
886,Điều chỉnh lần 886,,2.100.000,0,21.000.000.000,0,01/2014/GCNETF-VSD-886,18/10/2021
887,Điều chỉnh lần 887,,400.000,0,4.000.000.000,0,01/2014/GCNETF-VSD-887,19/10/2021
888,Điều chỉnh lần 888,,5.100.000,-1.100.000,51.000.000.000,-11.000.000.000,01/2014/GCNETF-VSD-888,21/10/2021
889,Điều chỉnh lần 889,,2.500.000,0,25.000.000.000,0,01/2014/GCNETF-VSD-889,22/10/2021
890,Điều chỉnh lần 890,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-890,25/10/2021
891,Điều chỉnh lần 891,,1.000.000,0,10.000.000.000,0,01/2014/GCNETF-VSD-891,26/10/2021
892,Điều chỉnh lần 892,,2.400.000,0,24.000.000.000,0,01/2014/GCNETF-VSD-892,27/10/2021
893,Điều chỉnh lần 893,,7.400.000,0,74.000.000.000,0,01/2014/GCNETF-VSD-893,28/10/2021
894,Điều chỉnh lần 894,,400.000,0,4.000.000.000,0,01/2014/GCNETF-VSD-894,29/10/2021
895,Điều chỉnh lần 895,,200.000,-200.000,2.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-895,01/11/2021
896,Điều chỉnh lần 896,,100.000,0,1.000.000.000,0,01/2014/GCNETF-VSD-896,02/11/2021
897,Điều chỉnh lần 897,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-897,03/11/2021
898,Điều chỉnh lần 898,,400.000,-900.000,4.000.000.000,-9.000.000.000,01/2014/GCNETF-VSD-898,05/11/2021
899,Điều chỉnh lần 899,,100.000,-200.000,1.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-899,08/11/2021
900,Điều chỉnh lần 900,,1.100.000,0,11.000.000.000,0,01/2014/GCNETF-VSD-900,09/11/2021
901,Điều chỉnh lần 901,,0,-2.800.000,0,-28.000.000.000,01/2014/GCNETF-VSD-901,10/11/2021
902,Điều chỉnh lần 902,,200.000,-900.000,2.000.000.000,-9.000.000.000,01/2014/GCNETF-VSD-902,11/11/2021
903,Điều chỉnh lần 903,,500.000,-100.000,5.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-903,12/11/2021
904,Điều chỉnh lần 904,,400.000,0,4.000.000.000,0,01/2014/GCNETF-VSD-904,15/11/2021
905,Điều chỉnh lần 905,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-905,16/11/2021
906,Điều chỉnh lần 906,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-906,17/11/2021
907,Điều chỉnh lần 907,,0,-2.800.000,0,-28.000.000.000,01/2014/GCNETF-VSD-907,19/11/2021
908,Điều chỉnh lần 908,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-908,22/11/2021
909,Điều chỉnh lần 909,,0,-1.300.000,0,-13.000.000.000,01/2014/GCNETF-VSD-909,23/11/2021
910,Điều chỉnh lần 910,,0,-1.400.000,0,-14.000.000.000,01/2014/GCNETF-VSD-910,24/11/2021
911,Điều chỉnh lần 911,,200.000,-1.100.000,2.000.000.000,-11.000.000.000,01/2014/GCNETF-VSD-911,25/11/2021
912,Điều chỉnh lần 912,,0,-1.000.000,0,-10.000.000.000,01/2014/GCNETF-VSD-912,26/11/2021
913,Điều chỉnh lần 913,,0,-4.600.000,0,-46.000.000.000,01/2014/GCNETF-VSD-913,29/11/2021
914,Điều chỉnh lần 914,,100.000,-2.400.000,1.000.000.000,-24.000.000.000,01/2014/GCNETF-VSD-914,30/11/2021
915,Điều chỉnh lần 915,,200.000,-3.600.000,2.000.000.000,-36.000.000.000,01/2014/GCNETF-VSD-915,01/12/2021
916,Điều chỉnh lần 916,,800.000,-2.000.000,8.000.000.000,-20.000.000.000,01/2014/GCNETF-VSD-916,02/12/2021
917,Điều chỉnh lần 917,,0,-2.200.000,0,-22.000.000.000,01/2014/GCNETF-VSD-917,03/12/2021
918,Điều chỉnh lần 918,,2.100.000,0,21.000.000.000,0,01/2014/GCNETF-VSD-918,09/12/2021
919,Điều chỉnh lần 919,,2.300.000,0,23.000.000.000,0,01/2014/GCNETF-VSD-919,10/12/2021
920,Điều chỉnh lần 920,,300.000,0,3.000.000.000,0,01/2014/GCNETF-VSD-920,13/12/2021
921,Điều chỉnh lần 921,,900.000,-100.000,9.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-921,14/12/2021
922,Điều chỉnh lần 922,,100.000,-200.000,1.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-922,15/12/2021
923,Điều chỉnh lần 923,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-923,16/12/2021
924,Điều chỉnh lần 924,,100.000,0,1.000.000.000,0,01/2014/GCNETF-VSD-924,20/12/2021
925,Điều chỉnh lần 925,,1.800.000,0,18.000.000.000,0,01/2014/GCNETF-VSD-925,21/12/2021
926,Điều chỉnh lần 926,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-926,23/12/2021
927,Điều chỉnh lần 927,,400.000,0,4.000.000.000,0,01/2014/GCNETF-VSD-927,24/12/2021
928,Điều chỉnh lần 928,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-928,27/12/2021
929,Điều chỉnh lần 929,,1.100.000,0,11.000.000.000,0,01/2014/GCNETF-VSD-929,28/12/2021
930,Điều chỉnh lần 930,,300.000,0,3.000.000.000,0,01/2014/GCNETF-VSD-930,29/12/2021
931,Điều chỉnh lần 931,,0,-1.400.000,0,-14.000.000.000,01/2014/GCNETF-VSD-931,06/01/2022
932,Điều chỉnh lần 932,,300.000,-1.000.000,3.000.000.000,-10.000.000.000,01/2014/GCNETF-VSD-932,07/01/2022
933,Điều chỉnh lần 933,,0,-800.000,0,-8.000.000.000,01/2014/GCNETF-VSD-933,11/01/2022
934,Điều chỉnh lần 934,,100.000,-1.000.000,1.000.000.000,-10.000.000.000,01/2014/GCNETF-VSD-934,12/01/2022
935,Điều chỉnh lần 935,,300.000,-1.600.000,3.000.000.000,-16.000.000.000,01/2014/GCNETF-VSD-935,13/01/2022
936,Điều chỉnh lần 936,,100.000,-1.800.000,1.000.000.000,-18.000.000.000,01/2014/GCNETF-VSD-936,14/01/2022
937,Điều chỉnh lần 937,,500.000,-1.000.000,5.000.000.000,-10.000.000.000,01/2014/GCNETF-VSD-937,17/01/2022
938,Điều chỉnh lần 938,,300.000,-700.000,3.000.000.000,-7.000.000.000,01/2014/GCNETF-VSD-938,18/01/2022
939,Điều chỉnh lần 939,,2.500.000,0,25.000.000.000,0,01/2014/GCNETF-VSD-939,19/01/2022
940,Điều chỉnh lần 940,,600.000,0,6.000.000.000,0,01/2014/GCNETF-VSD-940,20/01/2022
941,Điều chỉnh lần 941,,300.000,-2.600.000,3.000.000.000,-26.000.000.000,01/2014/GCNETF-VSD-941,21/01/2022
942,Điều chỉnh lần 942,,100.000,0,1.000.000.000,0,01/2014/GCNETF-VSD-942,25/01/2022
943,Điều chỉnh lần 943,,0,-700.000,0,-7.000.000.000,01/2014/GCNETF-VSD-943,26/01/2022
944,Điều chỉnh lần 944,,0,-3.400.000,0,-34.000.000.000,số 01/2014/GCNETF-VSD-944,27/01/2022
945,Điều chỉnh lần 945,,400.000,-2.500.000,4.000.000.000,-25.000.000.000,01/2014/GCNETF-VSD-945,28/01/2022
946,Điều chỉnh lần 946,,100.000,-1.300.000,1.000.000.000,-13.000.000.000,01/2014/GCNETF-VSD-946,07/02/2022
947,Điều chỉnh lần 947,,100.000,-1.900.000,1.000.000.000,-19.000.000.000,01/2014/GCNETF-VSD-947,08/02/2022
948,Điều chỉnh lần 948,,100.000,-4.700.000,1.000.000.000,-47.000.000.000,01/2014/GCNETF-VSD-948,09/02/2022
949,Điều chỉnh lần 949,,300.000,-6.400.000,3.000.000.000,-64.000.000.000,01/2014/GCNETF-VSD-949,10/02/2022
950,Điều chỉnh lần 950,,0,-4.500.000,0,-45.000.000.000,01/2014/GCNETF-VSD-950,11/02/2022
951,Điều chỉnh lần 951,,0,-200.000,0,-2.000.000.000,01/2014/GCNETF-VSD-951,14/02/2022
952,Điều chỉnh lần 952,,400.000,-100.000,4.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-952,15/02/2022
953,Điều chỉnh lần 953,,900.000,0,9.000.000.000,0,01/2014/GCNETF-VSD-953,16/02/2022
954,Điều chỉnh lần 954,,1.300.000,-200.000,13.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-954,17/02/2022
955,Điều chỉnh lần 955,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-955,18/02/2022
956,Điều chỉnh lần 956,,200.000,-600.000,2.000.000.000,-6.000.000.000,01/2014/GCNETF-VSD-956,21/02/2022
957,Điều chỉnh lần 957,,100.000,-300.000,1.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-957,23/02/2022
958,Điều chỉnh lần 958,,0,-2.000.000,0,-20.000.000.000,01/2014/GCNETF-VSD-958,24/02/2022
959,Điều chỉnh lần 959,,0,-3.900.000,0,-39.000.000.000,01/2014/GCNETF-VSD-959,25/02/2022
960,Điều chỉnh lần 960,,300.000,-6.700.000,3.000.000.000,-67.000.000.000,01/2014/GCNETF-VSD-960,28/02/2022
961,Điều chỉnh lần 961,,100.000,-1.500.000,1.000.000.000,-15.000.000.000,01/2014/GCNETF-VSD-961,01/03/2022
962,Điều chỉnh lần 962,,300.000,-300.000,3.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-962,02/03/2022
963,Điều chỉnh lần 963,,0,-400.000,0,-4.000.000.000,01/2014/GCNETF-VSD-963,03/03/2022
964,Điều chỉnh lần 964,,100.000,-600.000,1.000.000.000,-6.000.000.000,01/2014/GCNETF-VSD-964,04/03/2022
965,Điều chỉnh lần 965,,100.000,-2.900.000,1.000.000.000,-29.000.000.000,01/2014/GCNETF-VSD-965,07/03/2022
966,Điều chỉnh lần 966,,100.000,-1.400.000,1.000.000.000,-14.000.000.000,01/2014/GCNETF-VSD-966,08/03/2022
967,Điều chỉnh lần 967,,700.000,-1.200.000,7.000.000.000,-12.000.000.000,01/2014/GCNETF-VSD-967,09/03/2022
968,Điều chỉnh lần 968,,900.000,-2.000.000,9.000.000.000,-20.000.000.000,01/2014/GCNETF-VSD-968,10/03/2022
969,Điều chỉnh lần 969,,300.000,-1.100.000,3.000.000.000,-11.000.000.000,01/2014/GCNETF-VSD-969,11/03/2022
970,Điều chỉnh lần 970,,400.000,-3.000.000,4.000.000.000,-30.000.000.000,01/2014/GCNETF-VSD-970,18/03/2022
971,Điều chỉnh lần 971,,200.000,-2.400.000,2.000.000.000,-24.000.000.000,01/2014/GCNETF-VSD-971,23/03/2022
972,Điều chỉnh lần 972,,200.000,-2.200.000,2.000.000.000,-22.000.000.000,01/2014/GCNETF-VSD-972,24/03/2022
973,Điều chỉnh lần 973,,100.000,-1.500.000,1.000.000.000,-15.000.000.000,01/2014/GCNETF-VSD-973,25/03/2022
974,Điều chỉnh lần 974,,0,-300.000,0,-3.000.000.000,01/2014/GCNETF-VSD-974,31/03/2022
975,Điều chỉnh lần 975,,200.000,-300.000,2.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-975,01/04/2022
976,Điều chỉnh lần 976,,0,-2.400.000,0,-24.000.000.000,01/2014/GCNETF-VSD-976,04/04/2022
977,Điều chỉnh lần 977,,500.000,-10.600.000,5.000.000.000,-106.000.000.000,01/2014/GCNETF-VSD-977,05/04/2022
978,Điều chỉnh lần 978,,100.000,-8.200.000,1.000.000.000,-82.000.000.000,01/2014/GCNETF-VSD-978,06/04/2022
979,Điều chỉnh lần 979,,100.000,-1.200.000,1.000.000.000,-12.000.000.000,01/2014/GCNETF-VSD-979,07/04/2022
980,Điều chỉnh lần 980,,400.000,-2.600.000,4.000.000.000,-26.000.000.000,01/2014/GCNETF-VSD-980,08/04/2022
981,Điều chỉnh lần 981,,1.200.000,-3.200.000,12.000.000.000,-32.000.000.000,01/2014/GCNETF-VSD-981,12/04/2022
982,Điều chỉnh lần 982,,2.700.000,0,27.000.000.000,0,01/2014/GCNETF-VSD-982,13/04/2022
983,Điều chỉnh lần 983,,1.200.000,-2.000.000,12.000.000.000,-20.000.000.000,01/2014/GCNETF-VSD-983,14/04/2022
984,Điều chỉnh lần 984,,200.000,-2.100.000,2.000.000.000,-21.000.000.000,01/2014/GCNETF-VSD-984,15/04/2022
985,Điều chỉnh lần 985,,500.000,-500.000,5.000.000.000,-5.000.000.000,01/2014/GCNETF-VSD-985,18/04/2022
986,Điều chỉnh lần 986,,3.200.000,0,32.000.000.000,0,01/2014/GCNETF-VSD-986,19/04/2022
987,Điều chỉnh lần 987,,8.300.000,0,83.000.000.000,0,01/2014/GCNETF-VSD-987,20/04/2022
988,Điều chỉnh lần 988,,7.700.000,-1.000.000,77.000.000.000,-10.000.000.000,01/2014/GCNETF-VSD-988,21/04/2022
989,Điều chỉnh lần 989,,6.600.000,0,66.000.000.000,0,01/2014/GCNETF-VSD-989,22/04/2022
990,Điều chỉnh lần 990,,7.900.000,0,79.000.000.000,0,01/2014/GCNETF-VSD-990,25/04/2022
991,Điều chỉnh lần 991,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-991,26/04/2022
992,Điều chỉnh lần 992,,3.600.000,0,36.000.000.000,0,01/2014/GCNETF-VSD-992,27/04/2022
993,Điều chỉnh lần 993,,1.500.000,-700.000,15.000.000.000,-7.000.000.000,01/2014/GCNETF-VSD-993,28/04/2022
994,Điều chỉnh lần 994,,400.000,-400.000,4.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-994,29/04/2022
995,Điều chỉnh lần 995,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-995,04/05/2022
996,Điều chỉnh lần 996,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-996,06/05/2022
997,Điều chỉnh lần 997,,0,-700.000,0,-7.000.000.000,01/2014/GCNETF-VSD-997,09/05/2022
998,Điều chỉnh lần 998,,300.000,0,3.000.000.000,0,01/2014/GCNETF-VSD-998,10/05/2022
999,Điều chỉnh lần 999,,0,-3.000.000,0,-30.000.000.000,01/2014/GCNETF-VSD-999,12/05/2022
1000,Điều chỉnh lần 1000,,0,-1.200.000,0,-12.000.000.000,01/2014/GCNETF-VSD-1000,13/05/2022
1001,Điều chỉnh lần 1001,,200.000,0,2.000.000.000,0,01/2014/GCNETF-VSD-1001,16/05/2022
1002,Điều chỉnh lần 1002,,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-1002,17/05/2022
1003,Điều chỉnh lần 1003,,1.000.000,0,10.000.000.000,0,01/2014/GCNETF-VSD-1003,18/05/2022
1004,Điều chỉnh lần 1004,,1.000.000,0,10.000.000.000,0,01/2014/GCNETF-VSD-1004,19/05/2022
1005,Điều chỉnh lần 1005,,300.000,-900.000,3.000.000.000,-9.000.000.000,01/2014/GCNETF-VSD-1005,20/05/2022
1006,Điều chỉnh lần 1006,,1.300.000,-300.000,13.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-1006,24/05/2022
1007,Điều chỉnh lần 1007,,2.500.000,0,25.000.000.000,0,01/2014/GCNETF-VSD-1007,25/05/2022
1008,Điều chỉnh lần 1008,,0,-100.000,0,-1.000.000.000,01/2014/GCNETF-VSD-1008,26/05/2022
1009,Điều chỉnh lần 1009,,0,-500.000,0,-5.000.000.000,01/2014/GCNETF-VSD-1009,27/05/2022
1010,Điều chỉnh lần 1010,,1.000.000,0,10.000.000.000,0,01/2014/GCNETF-VSD-1010,30/05/2022
1011,Điều chỉnh lần 1011,,2.200.000,-1.500.000,22.000.000.000,-15.000.000.000,01/2014/GCNETF-VSD-1011,31/05/2022
1012,Điều chỉnh lần 1012,,100.000,-3.400.000,1.000.000.000,-34.000.000.000,01/2014/GCNETF-VSD-1012,01/06/2022
1013,Điều chỉnh lần 1013,,100.000,-100.000,1.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-1013,02/06/2022
1014,Điều chỉnh lần 1014,,0,-800.000,0,-8.000.000.000,01/2014/GCNETF-VSD-1014,03/06/2022
1015,Điều chỉnh lần 1015,,0,-300.000,0,-3.000.000.000,01/2014/GCNETF-VSD-1015,06/06/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.204.300.000,-829.600.000,12.043.000.000.000,-8.296.000.000.000,,
Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,374.700.000,,,,,
Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,3.747.000.000.000,,,,,
