STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,19.000.000,190.000.000.000,23/2021/GCNCP-VSD,01/06/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,19.000.000,190.000.000.000,,
