STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.898.364,18.983.640.000,31/2010/GCNCP-VSD,02/02/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.101.625,11.016.250.000,31/2010/GCNCP-VSD-1,29/12/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.499.983,44.999.830.000,31/2010/GCNCP-VSD-2,07/09/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,7.499.972,74.999.720.000,,
