STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.250.000,125.000.000.000,20/2011/GCNTP-VSD,03/03/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.250.000,125.000.000.000,20/2011/GCNTP-VSD-1,17/03/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,250.000,25.000.000.000,20/2011/GCNTP-VSD-2,05/04/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,3.500.000,350.000.000.000,20/2011/GCNTP-VSD-3,04/05/2011
5,Cấp lần đầu,Đăng ký lần đầu,2.250.000,725.000.000.000,Số 20/2011/GCNTP-VSD-3 do Trung tâm Lưu ký Chứng khoán Việt Nam cấp ngày 04/05/2011,24/05/2011
6,Điều chỉnh lần 4,Đăng ký bổ sung,1.000.000,100.000.000.000,20/2011/GCNTP-VSD-4,24/05/2011
7,Điều chỉnh lần 5,Đăng ký bổ sung,9.050.000,905.000.000.000,20/2011/GCNTP-VSD-5,02/06/2011
8,Điều chỉnh lần 6,Đăng ký bổ sung,10.000.000,1.000.000.000.000,20/2011/GCNTP-VSD-6,09/06/2011
9,Điều chỉnh lần 7,Đăng ký bổ sung,15.000.000,1.500.000.000.000,20/2011/GCNTP-VSD-7,16/06/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,41.300.000,4.130.000.000.000,,
