STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,404.400,4.044.000.000,05/CPH/2021/GCNCP-VSD,02/07/2021
2,Điều chỉnh lần 2,Đăng ký bổ sung,2.022.000,20.220.000.000,16/2022/GCNCP-VSD,15/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.022.000,20.220.000.000,,
