STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.200.000,82.000.000.000,122/2007/GCNCP-CNTTLK,06/12/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,818.267,8.182.670.000,90/2008/GCNCP-CNTTLK,27/08/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,447.761,4.477.610.000,81/2009/GCNCP-CNVSD,02/10/2009
4,Điều chỉnh lần 3,Đăng ký bổ sung,940.329,9.403.290.000,136/2009/GCNCP-CNVSD,25/12/2009
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.551.545,15.515.450.000,124/2010/GCNCP-CNVSD,11/08/2010
6,Điều chỉnh lần 5,Đăng ký bổ sung,594.621,5.946.210.000,124/2010/GCNCP-VSD-5,13/12/2013
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.248.862,12.488.620.000,124/2010/GCNCP-VSD-6,08/07/2014
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.747.824,27.478.240.000,124/2010/GCNCP-VSD-7,02/07/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,3.236.340,32.363.400.000,số 124/2010/GCNCP-VSD-8,12/07/2016
10,Điều chỉnh lần 9,Đăng ký bổ sung,5.935.353,59.353.530.000,122/2007/GCNCP-VSD- 9,16/06/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,25.720.902,257.209.020.000,,
