STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,11.000.000,1.100.000.000.000,72/2013/GCNTP-VSD,01/07/2013
2,Điều chỉnh lần 1,Đăng ký bổ sung,500.000,50.000.000.000,72/2013/GCNTP-VSD-1,15/07/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.500.000,450.000.000.000,72/2013/GCNTP-VSD-2,23/07/2013
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.000.000,200.000.000.000,72/2013/GCNTP-VSD-3,31/07/2013
5,Điều chỉnh lần 4,Đăng ký bổ sung,10.000.000,1.000.000.000.000,72/2013/GCNTP-VSD-4,09/08/2013
6,Điều chỉnh lần 5,Đăng ký bổ sung,7.000.000,700.000.000.000,72/2013/GCNTP-VSD-5,15/08/2013
7,Điều chỉnh lần 6,Đăng ký bổ sung,12.000.000,1.200.000.000.000,72/2013/GCNTP-VSD-6,26/08/2013
8,Điều chỉnh lần 7,Đăng ký bổ sung,10.000.000,1.000.000.000.000,72/2013/GCNTP-VSD-7,09/09/2013
9,Điều chỉnh lần 8,Đăng ký bổ sung,5.000.000,500.000.000.000,72/2013/GCNTP-VSD-8,16/09/2013
Tổng cộng:,Tổng cộng:,Tổng cộng:,62.000.000,6.200.000.000.000,,
