STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,33.200.000,332.000.000.000,11/2010/GCNCP-CNVSD,20/01/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.700.000,107.000.000.000,11/2010/GCNCP-CNVSD-1,26/10/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.169.974,41.699.740.000,11/2010/GCNCP-CNVSD-2,31/01/2013
4,Điều chỉnh lần 3,Đăng ký bổ sung,26.930.026,269.300.260.000,11/2010/GCNCP-VSD-3,29/05/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,51.000.000,510.000.000.000,11/2010/GCNCP-VSD - 4,09/02/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,3.600.000,36.000.000.000,11/2010/GCNCP-VSD-5,11/12/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,50.400.000,504.000.000.000,11/2010/GCNCP-VSD-6,31/12/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,53.999.892,539.998.920.000,số 11/2010/GCNCP-VSD-7,15/11/2016
9,Điều chỉnh lần 8,Đăng ký bổ sung,8.400.151,84.001.510.000,số 11/2010/GCNCP-VSD-8,27/10/2017
10,Điều chỉnh lần 9,Đăng ký bổ sung,93.599.957,935.999.570.000,số 11/2010/GCNCP-VSD-9,10/11/2017
11,Điều chỉnh lần 10,Đăng ký bổ sung,51.832.317,518.323.170.000,số 11/2010/GCNCP-VSD-10,16/03/2018
12,Điều chỉnh lần 11,Đăng ký bổ sung,19.391.036,193.910.360.000,số 11/2010/GCNCP-VSD -11,08/10/2018
13,Điều chỉnh lần 12,Đăng ký bổ sung,6.800.000,68.000.000.000,số 11/2010/GCNCP-VSD-12,17/10/2018
14,Điều chỉnh lần 13,Đăng ký bổ sung,124.205.756,1.242.057.560.000,số 11/2010/GCNCP-VSD-13,24/06/2019
15,Điều chỉnh lần 14,Đăng ký bổ sung,6.200.000,62.000.000.000,số 11/2010/GCNCP-VSD-14,12/07/2019
16,Điều chỉnh lần 15,Đăng ký bổ sung,34.228.110,342.281.100.000,số 11/2010/GCNCP-VSD-15,04/09/2020
17,Điều chỉnh lần 16,Đăng ký bổ sung,64.279.850,642.798.500.000,11/2010/GCNCP-VSD-16,28/06/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,642.937.069,6.429.370.690.000,,
