STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.899.541,68.995.410.000,30/2015/GCNCP-VSD,22/05/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,11.293.213,112.932.130.000,số 30/2015/GCNCP-VSD-1,06/04/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.693.081,46.930.810.000,số 30/2015/GCNCP-VSD-2,20/09/2016
4,Điều chỉnh lần 3,Đăng ký bổ sung,6.796.439,67.964.390.000,30/2015/GCNCP-VSD-3,01/09/2017
5,Điều chỉnh lần 4,Đăng ký bổ sung,11.694.375,116.943.750.000,số 30/2015/GCNCP-VSD-4,19/07/2018
6,Điều chỉnh lần 5,Đăng ký bổ sung,17.129.323,171.293.230.000,số 30/2015/GCNCP-VSD-5,25/06/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.113.236,11.132.360.000,số 30/2015/GCNCP-VSD-6,21/01/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,23.428.718,234.287.180.000,số 30/2015/GCNCP-VSD-7,14/09/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,20.510.566,205.105.660.000,30/2015/GCNCP-VSD-8,09/07/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,103.558.492,1.035.584.920.000,,
