STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,150.000.000.000,101/2015/GCNCP-VSD,26/10/2015
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,101/2015/GCNCP-VSD-1,29/05/2017
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.999.998,29.999.980.000,101/2015/GCNCP-VSD-2,14/08/2017
4,Điều chỉnh lần 3,Thay đổi tên TCPH,0,0,số 101/2015/GCNCP-VSD-3,29/05/2018
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.439.858,14.398.580.000,số 101/2015/GCNCP-VSD-4,21/08/2018
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,100.000.000.000,số 101/2015/GCNCP-VSD-5,28/03/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.943.786,29.437.860.000,số 101/2015/GCNCP-VSD-6,25/07/2019
8,Điều chỉnh lần 7,Thay đổi tên TCPH,0,0,số 101/2015/GCNCP-VSD-7,01/10/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,33.208.130,332.081.300.000,101/2015/GCNCP-VSD-8,22/10/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,65.591.772,655.917.720.000,,
