STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,121.800.000,1.218.000.000.000,Số 41/2016/GCNCP-VSD,28/04/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,121.800.000,1.218.000.000.000,,
