STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,80.000.000,800.000.000.000,số 80/2017/GCNCP-VSD,14/04/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,4.000.000,40.000.000.000,số 80/2017/GCNCP-VSD-1,21/11/2018
3,Điều chỉnh lần 2,Đăng ký bổ sung,46.000.000,460.000.000.000,số 80/2017/GCNCP-VSD-2,01/04/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,13.000.000,130.000.000.000,80/2017/GCNCP-VSD-3,20/07/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,143.000.000,1.430.000.000.000,,
