STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.679.611.550,26.796.115.500.000,số 24/2018/GCNCP-VSD,26/04/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,669.902.368,6.699.023.680.000,số 24/2018/GCNCP-VSD-1,31/10/2018
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.004.853.570,10.048.535.700.000,24/2018/GCNCP-VSD-2,30/09/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,4.354.367.488,43.543.674.880.000,,
