STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,19.428.913,194.289.130.000,Số 08/2014/GCNCP-VSD do VSD cấp ngày 18/02/2014,18/02/2014
Tổng cộng:,Tổng cộng:,Tổng cộng:,19.428.913,194.289.130.000,,
