STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.768.175,87.681.750.000,72/2010/GCNCP-CNVSD,25/05/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,4.384.086,43.840.860.000,72/2010/GCNCP-VSD-1,21/01/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.287.941,32.879.410.000,số 72/2010/GCNCP-VSD-2,03/08/2016
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.479.798,54.797.980.000,72/2010/GCNCP-VSD-3,08/08/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,21.920.000,219.200.000.000,,
